"Summit"	"Elevation"	"Latitude"	"Longitude"	"EleSrc"	"Prominence"	"Saddle"	"IsolationKm"
"Vršaki"	2445.0	46.3509601	13.8081541	osm	34	2372	0.47
"Zeleni vrh"	2052.0	46.2607541	13.7635812	osm	34	1982	0.27
"Molička peč"	2028.0	46.3642227	14.6718006	osm	34	1980	0.27
"Vajta"	171.0	46.0107763	13.4908346	osm	34	128	1.34
"Na vrhu"	1037.0	46.1859966	13.9025147	osm	34	989	0.27
"Bladovica"	774.0	46.2350189	14.2885938	osm	34	727	0.51
"Privolje"	470.0	46.1265494	14.5205905	osm	34	442	0.78
"Čerinov hrib"	426.0	46.1302647	14.3996587	osm	34	392	0.39
"Visoka peč"	1749.0	46.4667128	13.7350156	osm	34	1677	0.37
"Visoko"	762.0	46.0259212	13.699819	osm	34	724	0.43
"Mali Gregorjevec"	1134.0	46.304572	14.1701591	osm	34	1091	0.51
"Belo Brdo"	715.0	46.0763135	13.6762812	osm	34	683	0.48
"Duga"	912.0	46.0397472	13.7470533	osm	34	870	0.38
"Peštota"	588.0	46.084829	14.4202053	osm	34	543	1.03
"Ritovščica"	1156.0	46.1552818	13.9622461	osm	34	1120	0.65
"Krevl"	1515.0	46.2359258	13.9611496	osm	34	1457	0.47
"Veliki Koželj"	580.0	46.3484847	15.115526	osm	34	536	0.7
"Kozarca"	558.0	46.3548303	14.0978961	osm	34	490	0.53
"Izpica"	1589.0	46.2789754	13.7739632	osm	34	1540	0.81
"Ivnat vrh"	1214.0	46.3162661	13.98983	osm	34	1179	0.65
"Kamenek"	340.0	46.7987757	16.2724462	osm	34	312	3.14
"Ajncigov vrh"	642.0	46.3981857	15.3025282	osm	34	622	0.53
"Fabijanov vrh"	606.0	46.5455447	15.3185952	osm	34	577	0.56
"Pogorevčev vrh"	693.0	46.5786881	15.18679	osm	34	644	0.61
"Gradišče"	451.0	46.2837139	15.1405411	osm	34	411	0.39
"Mlakarski grič"	634.0	46.2836373	14.7682809	osm	34	595	0.43
"Kašni vrh"	1290.0	46.2969709	14.717687	osm	34	1247	0.56
"Kranjčev vrh"	819.0	46.4208927	15.1614948	osm	34	780	1.79
"Pleša"	909.0	46.1858367	14.9309977	osm	34	865	0.84
"Vrh"	738.0	46.112638	14.9542506	osm	34	698	0.75
"Reskov grič"	634.0	46.215105	14.9340078	osm	34	578	0.39
"Pirce"	908.0	46.0316892	13.7548242	osm	34	860	0.69
"Senčin"	969.0	46.0731901	13.7499904	osm	34	933	0.37
"Placarski vrh"	370.0	46.4601455	15.8590101	osm	34	330	2.63
"Streliščni vrh"	498.0	46.6230535	15.2141069	osm	34	469	0.45
"Pšajderjev hrib"	832.0	46.6067596	15.3539322	osm	34	791	0.57
"Janžev vrh"	821.0	46.5704996	15.4708552	osm	34	780	0.48
"Mokov hrib"	860.0	46.077252	15.3447887	osm	34	815	0.43
"Kastelčev hrib"	307.0	46.0206651	15.3403618	osm	34	269	0.71
"Kurji vrh"	421.0	46.229943	15.737749	osm	34	374	0.7
"Stara gorca"	461.0	46.2792152	15.8472771	osm	34	417	0.37
"Dobrška gora"	422.0	46.3022268	15.8417703	osm	34	379	0.97
"Plavščak"	333.0	46.4817141	16.2130254	osm	34	289	1.73
"Miškotni breg"	317.0	46.3247387	15.9861208	osm	34	279	0.73
"Nadkriževski Kocilj"	494.0	46.3019074	15.8866155	osm	34	446	0.66
"Zaglavnica"	244.0	46.0999387	15.6035837	osm	34	233	0.98
"Žužkov hrib"	502.0	46.0123763	15.1157883	osm	34	454	0.87
"Hrastenški vrhi"	498.0	46.2903437	15.3762388	osm	34	455	0.38
"Osredek"	535.0	46.1509415	15.2937764	osm	34	501	1.32
"Resenik"	468.0	46.2949583	15.1462167	osm	34	419	0.68
"Štorska reber"	336.0	46.22511	15.3149108	osm	34	320	0.63
"Eisenerzer Reichenstein"	2165.0	47.5027996	14.9344305	osm	33	2101	0.86
"Muckenkogel"	1248.0	47.9806154	15.6080104	osm	33	1199	0.84
"Haslingerberg"	782.0	48.4270736	14.6633976	osm	33	742	0.48
"Schiffler Berg"	756.0	48.6448543	13.8502671	osm	33	724	0.8
"Sagzahn"	2228.0	47.4532512	11.7979621	osm	33	2166	0.48
"Hinterer Steingrabenberg"	467.0	48.1426709	16.1704808	osm	33	435	1.31
"Eichkogel"	428.0	48.1266058	16.2183626	osm	33	383	0.99
"Wolfsbacherturm"	1747.0	47.5178697	14.5854256	osm	33	1692	0.59
"Rotkogel"	2947.0	46.9673274	10.9490929	osm	33	2874	0.39
"Phönixberg"	498.0	48.078888	16.249596	osm	33	456	1.74
"Kaserhöhe"	2318.0	46.9120536	13.9176855	osm	33	2265	0.51
"Kasseler Spitze"	2952.0	47.0388831	11.9515221	osm	33	2892	0.39
"Bösenbühel"	2277.0	47.6793277	14.0366725	osm	33	2243	0.31
"Elferkogel"	2038.0	47.7057303	13.9631089	osm	33	1993	0.83
"Wildlochhöhe"	2534.0	47.3287898	13.8286101	osm	33	2472	0.47
"Wenten"	2640.0	47.1568575	11.1806097	osm	33	2597	0.33
"Hühnerstütze"	1989.0	46.80622	14.9817608	osm	33	1954	1.23
"Gressenstein"	2216.0	47.3301373	12.0224576	osm	33	2161	0.47
"Westlicher Wengenkopf"	2235.0	47.4229311	10.3503874	osm	33	2165	0.57
"Bielerspitze"	2545.0	46.9273484	10.0981884	osm	33	2501	0.54
"Potoški Stol"	2017.0	46.4367766	14.1534003	osm	33	1976	0.48
"Kleines Brandhorn"	2514.0	47.4490872	13.0142076	osm	33	2466	0.44
"Fliegerköpfl"	2370.0	47.444529	13.0708145	osm	33	2315	0.26
"Hoher Kopf"	2875.0	47.4202944	13.0531952	osm	33	2824	0.38
"Nördlicher Gamskopf"	3108.0	46.9312145	10.6576454	osm	33	3035	0.2
"Marzellkammspitze"	3149.0	46.7808712	10.8720402	osm	33	3094	0.38
"Pleisspitzen"	2654.0	47.211252	10.377097	osm	33	2587	0.25
"Großbergspitze"	2657.0	47.2020578	10.5172911	osm	33	2599	0.31
"Große Stempeljochspitze"	2543.0	47.3346336	11.4383225	osm	33	2475	0.45
"Zwölferspitze"	2415.0	47.3426667	10.4726391	osm	33	2352	0.45
"Größenberg"	510.0	47.917661	16.127604	osm	33	481	1.31
"Roßlaufspitze"	2248.0	47.2393447	11.7241612	osm	33	2198	0.83
"Feichtenstein"	1249.0	47.7068223	13.2976293	osm	33	1206	0.56
"Jagerköpfl"	1667.0	47.8239776	13.6142078	osm	33	1621	0.57
"Mittlerer Kesselgupf"	1818.0	47.8066102	13.6766941	osm	33	1771	0.28
"Freiung"	616.0	48.1150012	15.9333595	osm	33	587	1.44
"Schwaigerkogel"	942.0	47.839109	15.619789	osm	33	903	0.74
"Elferhörnl"	1990.0	47.5608	12.6056	osm	33	1915	0.28
"Hinterberghorn"	2493.0	47.5509169	12.8391498	osm	33	2412	0.45
"Hauskogel"	846.0	47.834485	15.699209	osm	33	806	0.53
"Pürglesgungge"	2500.0	46.8026359	12.2922561	osm	33	2458	0.72
"Umundumkogel"	1119.0	47.6924737	15.1491195	osm	33	1082	0.5
"Sonntagskogel"	1518.0	47.6889167	15.242581	osm	33	1477	1.3
"Rauhkopf"	1855.0	47.554576	13.1449115	osm	33	1807	0.94
"Filzenkopf"	1510.0	47.4029212	13.0039196	srtm	33	1477	0.78
"Feichtenberg"	665.0	47.9521462	13.9392506	osm	33	620	1.78
"Torre Chianevate / Kellerwandturm"	2726.0	46.6093011	12.8958887	osm	33	2641	0.13
"Naskogel"	900.0	47.9140251	15.1273645	osm	33	854	0.38
"Angerstein"	2100.0	47.5132269	13.4900252	osm	33	2026	0.25
"Kleiner Riffler"	2837.0	47.0780928	11.7223329	osm	33	2771	0.47
"Großer Jovenkogel"	1231.0	46.8909928	14.8971632	osm	33	1209	1.1
"Rainbachspitze"	3129.0	47.1096152	12.1279734	osm	33	3077	0.48
"Dürreneck"	1271.0	47.739153	14.4059899	osm	33	1225	0.78
"Kleiner Valkastiel"	2233.0	47.1079257	9.8183057	osm	33	2179	0.45
"Bummerberg"	584.0	48.8647742	15.0448743	osm	33	560	2.29
"Rotspitze"	2894.0	47.0732372	13.2210676	osm	33	2829	0.76
"Eichelberg"	872.0	46.6452094	13.9636892	osm	33	846	0.76
"Jöllerkogel"	785.0	47.2577241	15.3016008	osm	33	747	0.42
"Zosener Kogel"	1388.0	46.9658972	14.5481186	osm	33	1364	1.47
"Kesselhöhe"	2375.0	46.6654365	12.6145725	osm	33	2324	0.49
"Spielriegel"	2176.0	46.9249448	13.948581	osm	33	2113	0.46
"Sonnwendkogel"	836.0	47.8067	14.4972	srtm	33	803	0.5
"Stagor"	2289.0	46.7863731	13.2661146	osm	33	2232	0.53
"I Torre delle Crete di Chianaletta"	2491.0	46.6052774	12.8507797	osm	33	2427	0.21
"Reischlberg / Hraničník"	1282.0	48.749861	13.9045103	osm	33	1245	0.93
"Schneiderzipf"	373.0	48.32414	16.23168	osm	33	349	0.77
"Eggenriegel"	1690.0	46.8344551	13.9402389	osm	33	1656	0.68
"Gamsalplspitze"	2344.0	46.7714898	12.7137529	osm	33	2278	0.27
"Turnauer Berg"	1050.0	47.5718492	15.3407749	osm	33	1027	0.64
"Zinggetz"	2971.0	47.0130871	12.7357484	osm	33	2921	0.56
"Gasser Hörndle"	2612.0	46.9360348	12.3679536	osm	33	2553	0.77
"Hühnerkogel"	1593.0	47.3329108	15.1969573	osm	33	1554	0.75
"Plattiger Habach"	3207.0	47.1402333	12.3717927	osm	33	3153	0.5
"Vorderer Einzeiger"	2985.0	46.9582726	10.934524	osm	33	2928	0.31
"Schmalzkopf"	2526.0	47.0644111	10.9043057	osm	33	2457	0.21
"Hohenau"	455.0	48.295005	16.2469332	osm	33	421	1.03
"Plattkopf"	2594.0	47.1329606	12.0639935	osm	33	2532	0.29
"Pfannstielkopf"	2528.0	47.1657701	12.0172283	osm	33	2457	0.38
"Klammspitzen"	2516.0	47.1646942	11.6216438	osm	33	2468	0.37
"Geldstein"	793.0	48.491588	15.027289	osm	33	772	0.67
"Messerfeldköpfl"	2441.0	47.2198311	12.7621177	osm	33	2392	0.29
"Wildloseck"	2309.0	47.2213982	12.3938611	osm	33	2243	0.38
"Wannenkopf"	1941.0	47.2524476	10.1691084	osm	33	1899	0.42
"Pazielfernerspitzen Mittelgipfel"	2706.0	47.154474	10.202627	osm	33	2634	0.51
"Tälispitze"	2616.0	47.0283047	10.0620498	osm	33	2553	0.31
"Hochkogel"	1486.0	47.78586	15.76238	osm	33	1440	0.48
"Spitzguf"	1908.0	47.1237659	9.9035819	osm	33	1849	0.57
"Schrottenkogel"	1237.0	47.3207869	15.5341658	osm	33	1197	1.16
"Waisacher Höhe"	1363.0	46.7167986	13.2086208	osm	33	1317	1.14
"Poppenberg"	701.0	48.336496	15.4489123	osm	33	672	0.68
"Koglberg"	524.0	46.7675109	15.4166075	osm	33	486	0.65
"Hauriegl"	602.0	48.5774903	15.4186229	osm	33	578	0.51
"Steinberg"	888.0	48.49774	14.9495	osm	33	861	0.64
"Schöllekogel"	2902.0	47.184352	11.0445397	osm	33	2843	0.38
"Stierberg"	829.0	48.595562	14.8765171	osm	33	794	1.31
"Aschergupf"	1149.0	47.7781226	13.7862564	osm	33	1099	0.31
"Niederes Augst-Eck"	1921.0	47.694443	13.8232599	osm	33	1876	0.47
"Däumelkogel"	2001.0	47.5239334	13.7094603	osm	33	1959	0.28
"Kleines Hocheck"	1886.0	47.481365	13.7516003	osm	33	1841	0.74
"Niederer Gjaidstein"	2482.0	47.4878067	13.6512783	osm	33	2442	0.57
"Wolfsriegel"	381.0	46.8746209	16.0452343	osm	33	349	2.05
"Weitgrubenkopf"	2259.0	47.6972549	14.0540761	osm	33	2206	0.33
"Radigundenstein"	551.0	47.4916426	16.3164916	srtm-fixed	33	518	1.13
"Kuhberg"	903.0	47.3818633	15.1611418	osm	33	859	0.72
"Lammstein"	1732.0	47.3171853	12.936172	osm	33	1687	0.37
"Mittleres Streitmandl"	2360.0	47.5025331	13.2449487	osm	33	2320	0.74
"Ahornkarkopf"	1923.0	47.3004936	13.3429761	osm	33	1882	0.39
"Schaföfen"	1899.0	47.4879069	14.3149905	osm	33	1841	0.7
"Kotstein"	822.0	47.6787855	15.862835	osm	33	780	0.74
"Hinterer Fager"	1964.0	47.3229179	13.5380672	osm	33	1921	0.38
"Barleitenkopf"	2431.0	47.1516622	13.4006956	osm	33	2384	0.56
"Jägerspitze"	2508.0	47.1465899	13.33882	osm	33	2442	0.39
"Kämpen"	2320.0	47.1941639	13.5285069	osm	33	2259	0.57
"Hillebrandkopf"	2563.0	47.2428084	13.7176653	osm	33	2490	0.42
"Zehnerkogel"	1862.0	47.2419587	13.4099456	osm	33	1803	0.22
"Steinkarkopf"	2475.0	47.2013498	12.1320101	osm	33	2403	0.31
"Brunnbacheck"	1472.0	47.8336338	14.5644448	osm	33	1419	0.65
"Hochtregist"	761.0	47.0920858	15.1584231	osm	33	734	1.08
"Jahnstein"	974.0	47.1467217	14.7046534	osm	33	936	0.56
"Amareck"	368.0	46.8180193	15.3548859	osm	33	342	1.81
"Hintere Getschnerspitze"	2955.0	46.893361	10.1490129	osm	33	2899	0.37
"Plötz"	789.0	47.8022307	13.1828696	osm	33	736	1.15
"Münzerkogel"	1510.0	46.9189583	15.0709113	osm	33	1476	1.05
"Arzberg"	1069.0	47.3268832	11.0845721	osm	33	1027	0.53
"Cima Ciandazei"	2462.0	46.6510072	12.7011924	osm	33	2413	0.52
"Sternberg"	616.0	49.0091855	15.0516938	osm	33	596	1.81
"Kohlwegriegel"	1278.0	47.6040725	14.5583814	osm	33	1222	0.36
"Buchberg"	806.0	46.7657408	14.3047113	osm	33	777	0.44
"Breitenkogel"	1121.0	47.6250096	13.5808798	osm	33	1072	0.39
"Moarbichl"	1690.0	47.2441048	14.4044924	osm	33	1647	0.94
"Handlmoarkogel"	1396.0	47.1215341	14.8204708	osm	33	1353	1.02
"Busseggerkogel"	960.0	47.5685781	15.5551225	osm	33	926	1.09
"Umbern"	819.0	47.8821204	13.6793116	osm	33	792	0.53
"Vizebürgermeistergupf"	1711.0	47.6667132	13.4935981	osm	33	1631	0.44
"Saubühel"	425.0	48.2388582	16.0924583	osm	33	399	0.65
"Peterbühel"	899.0	46.7040639	14.2797248	osm	33	869	0.58
"Großer Prollingstein"	1204.0	47.8818535	14.904738	osm	33	1158	0.67
"Blasenberg"	494.0	47.0170845	15.3666469	osm	33	471	0.5
"Jasenegger Kogel"	617.0	48.2919323	15.230888	osm	33	581	0.5
"Felbereck"	506.0	48.2721558	15.319877	osm	33	482	1.21
"Schafkogel"	1070.0	47.8928665	15.4383981	osm	33	1028	0.37
"Keglergupf"	570.0	48.3499762	14.2855438	srtm-fixed	33	537	0.57
"Römerspitz"	2575.0	47.0437713	13.1844432	osm	33	2507	0.21
"Ausserrodelkunke"	2690.0	46.8801779	12.2312308	osm	33	2645	0.38
"Braunkogel"	1452.0	46.9171518	14.708862	osm	33	1412	0.38
"Kosov vrh"	1536.0	46.4673097	14.7023178	srtm-fixed	33	1503	0.34
"Silberkarspitze"	2035.0	47.3536317	14.0760917	srtm	33	2002	0.33
"Gschwezgrat"	2503.0	47.0808752	11.1794507	osm	33	2440	0.47
"Rubachkopf"	1294.0	47.398649	10.060239	osm	33	1240	0.74
"Gemeinkogel"	542.0	46.6826583	14.3653563	osm	33	518	1.07
"Hahlekopf"	1758.0	47.5093047	10.6678273	osm	33	1703	0.95
"Birchabüel"	1507.0	47.256503	10.185426	osm	33	1487	0.57
"Ettingerkögele"	1600.0	46.9351462	14.1221278	osm	33	1568	0.64
"Kumitschkogel"	596.0	46.8102158	14.4015902	osm	33	565	0.58
"Pitzelsberg"	414.0	48.1415723	15.6754675	osm	33	390	1.63
"Bynovecký vrch"	412.0	50.8212939	14.2899708	osm	33	380	1.83
"Bouřňák"	869.0	50.6858735	13.7073545	osm	33	834	2.0
"Buková hora"	638.0	50.6268215	16.1785724	osm	33	617	1.73
"Dlouhý Kopec"	788.0	50.7709962	15.3279829	osm	33	762	1.1
"Šindelný vrch"	806.0	49.666544	15.9480994	osm	33	779	3.31
"Na skále"	1011.0	48.8951896	13.9536788	osm	33	985	0.67
"Velký Kokrháč"	1229.0	49.1861368	13.1451712	osm	33	1188	0.85
"Valy"	1010.0	49.0975	13.5925	osm	33	982	0.93
"Tábor / Burkovák"	504.0	49.3187787	14.3541322	osm	33	473	2.28
"Počepická hora"	536.0	49.5914844	14.3729193	osm	33	503	0.85
"Kaz"	638.2	49.3022827	15.4588157	osm	33	610	1.24
"Karlův kopec"	480.0	49.4622945	18.159229	osm	33	450	0.78
"Nízký tok"	495.0	49.987484	13.8558971	osm	33	460	0.51
"Pěnkavčí vrch"	618.0	50.3998361	16.9471947	osm	33	588	0.46
"Ostoja"	752.9	50.6700114	16.3424284	osm	33	727	0.76
"Spálený"	666.0	49.6453449	17.5025707	osm	33	645	2.24
"Zaječí vrch"	479.0	49.3882977	13.3207064	osm	33	445	1.41
"Borský vrch"	446.0	50.7651187	14.560225	osm	33	407	1.05
"Kyčera"	906.0	49.5883333	18.4394444	osm	33	871	0.93
"Aglaia"	491.0	49.8116487	14.1774844	osm	33	466	0.89
"Svícny"	598.5	49.2865004	14.2272281	osm	33	573	0.74
"Vrchy"	548.0	49.3222099	14.2215703	osm	33	514	1.38
"Myšenec"	424.0	49.2255884	14.2112169	osm	33	393	1.73
"Pálenica"	654.3	49.1083576	13.9224619	osm	33	618	0.8
"Knížecí kámen"	629.0	49.1919649	14.0590756	osm	33	602	0.91
"Blyštice"	453.0	49.1528303	14.1274555	osm	33	422	1.2
"Vlčí vrch"	634.0	48.9460589	14.2201002	osm	33	614	0.67
"Na vršíčkách"	629.0	48.8531119	14.2250248	osm	33	591	1.02
"Kamenáč"	899.0	48.9235503	13.9052504	osm	33	873	0.44
"Brod"	892.0	48.6073418	14.2656192	osm	33	872	1.17
"Sv. Jakub"	539.0	49.3558686	14.0842683	osm	33	483	0.78
"V Hočinách"	544.0	49.3258027	14.236135	osm	33	512	1.09
"Kamenáč"	988.7	49.1946903	13.3831958	osm	33	957	0.91
"Vrch tří pánů"	874.0	50.6716898	13.6774535	srtm	33	841	1.83
"Černava"	1103.0	50.1791554	17.0794355	osm	33	1071	0.56
"Javorový vrch"	723.4	50.8050212	15.0987639	osm	33	673	0.91
"Ptačí vrch"	539.0	50.5802533	16.4440887	osm	33	504	0.62
"Prostřední kopec"	579.3	50.6336433	16.3535785	osm	33	545	0.45
"Gavendova skála"	569.0	49.1626083	17.2780795	osm	33	536	1.73
"Kozí hřbety"	357.0	49.8312026	17.8363976	osm	33	326	0.37
"Dvorský vrch"	703.0	50.1447233	16.9751619	osm	33	671	1.21
"Holý vrch"	854.0	50.1767313	17.0120875	osm	33	830	0.86
"Přední Jestřábí"	868.0	50.2112714	17.3069161	osm	33	846	1.25
"Na Skalicích"	536.0	49.3501026	13.0465308	osm	33	513	0.84
"Tetřívek"	480.0	49.3519351	12.9739835	osm	33	472	1.69
"Hraniční vrch"	660.0	49.8985257	12.5532797	osm	33	647	1.47
"U Prácheňského"	529.0	49.4394664	14.485452	osm	33	514	2.41
"Stráž"	535.0	49.5514393	13.9425684	osm	33	501	2.46
"Bukovec"	658.0	49.4867582	14.5966423	osm	33	632	0.93
"Radegast"	1106.0	49.4824958	18.2540078	osm	33	1069	2.12
"Krejsův kopec"	497.0	50.1143727	16.490945	osm	33	461	0.74
"Strážnice"	598.0	49.9433865	16.7431102	osm	33	564	0.57
"Na Hrazdilově"	520.0	49.9967469	17.6173082	osm	33	488	0.95
"Měděnec"	650.0	49.9303293	17.4517949	osm	33	617	0.76
"Baba"	424.0	49.1850636	16.4563451	osm	33	392	0.66
"U sv. Anny"	547.0	49.3659721	15.9935912	srtm	33	514	0.85
"Váňův vršek"	586.0	49.3995081	15.2162024	osm	33	559	1.21
"Vrchní horky"	330.0	49.0723139	17.3281028	osm	33	291	0.98
"Dvorský vrch"	594.0	49.8094654	12.5851392	osm	33	562	0.88
"Ševcovský kopec"	623.0	50.0601538	17.5001449	osm	33	596	1.12
"Varta"	388.0	49.6612348	14.2666056	osm	33	359	1.04
"Horka"	322.0	50.3284776	16.0851753	osm	33	298	2.14
"Ptáčník"	507.0	49.5529042	12.8218603	osm	33	482	1.1
"Jasaní"	557.0	49.685098	17.4454558	osm	33	533	1.01
"Ve Farském"	464.1	49.8235131	16.4883209	osm	33	451	2.03
"Šibeník"	819.0	50.1119822	12.7696315	osm	33	792	0.75
"Bílá skála"	776.0	49.5913726	16.0434012	osm	33	752	1.97
"Hora"	484.0	49.4228326	13.3664795	osm	33	450	1.02
"Čapák"	493.0	50.9665321	14.3758394	osm	33	466	1.48
"Beranov"	643.0	49.1874585	15.3475732	osm	33	614	0.89
"Tůmův vrch"	625.3	49.1988678	15.1790734	osm	33	606	2.35
"U Lesa"	515.0	50.7106068	14.0405587	osm	33	484	0.88
"Velká skála"	402.0	49.1364647	16.2472765	osm	33	360	0.85
"Vlčina"	591.0	49.8437807	16.7696506	osm	33	569	0.7
"Bartoňova hora"	512.0	50.4696679	16.2375973	osm	33	470	0.36
"Šiška"	336.0	50.511338	14.487097	osm	33	308	0.95
"Hory"	515.0	49.6312425	17.7375028	osm	33	485	0.81
"Doubrava"	604.0	50.1050628	13.1101763	osm	33	574	0.46
"Kočičí vrch"	607.0	50.0663527	13.3186667	osm	33	587	1.46
"Zaječí vrch"	496.0	49.5757468	15.2279453	osm	33	471	2.76
"Štenice"	617.0	49.5607577	15.8810528	osm	33	585	1.51
"Dubina"	486.6	49.5947697	14.265872	osm	33	454	0.55
"Kuchyňka"	599.0	50.0461136	13.3175469	osm	33	579	1.14
"Hůrka"	411.0	49.7370405	14.3288479	osm	33	378	0.66
"Buková"	620.0	49.2884387	13.488856	osm	33	589	1.04
"Holý vrch"	620.0	49.2405767	13.7840081	osm	33	591	1.02
"Kamenná bába"	584.0	49.2513978	13.7889064	osm	33	546	1.08
"Maślak"	558.0	50.4194444	16.8133333	osm	33	523	0.65
"Wiśniowa"	550.0	50.8891667	15.5561111	osm	33	518	0.93
"Łomna"	391.2	50.9449435	16.1292909	osm	33	363	1.81
"Kurzyniec"	528.6	50.4971407	16.7568521	osm	33	496	0.4
"Rogacz"	615.0	50.9568847	15.9641156	osm	33	584	0.93
"Pohulanka"	715.0	50.7715817	15.7557158	osm	33	685	0.6
"Góra Sołtysia"	640.0	50.6927044	16.0321544	osm	33	611	0.57
"Dziczek"	731.0	50.6191507	16.5663074	osm	33	704	0.5
"Kępa"	692.0	50.8401313	15.5415289	osm	33	665	0.73
"Szubieniczna"	501.9	50.4104972	16.2765413	osm	33	466	0.59
"Ostroga"	276.8	50.9915412	14.9230474	osm	33	247	0.45
"Wygon"	430.0	50.4017675	16.7188096	osm	33	395	0.56
"Rodło"	485.9	50.9055556	15.6780556	osm	33	459	0.84
"Parkowa"	415.0	50.9011724	15.7563172	srtm-fixed	33	382	0.73
"Góra Parkowa"	502.0	50.7748842	16.2853896	osm	33	468	1.02
"Głowa"	305.5	50.4002748	17.3505218	osm	33	271	4.36
"Kobylica"	395.0	50.2886529	17.5411615	osm	33	362	0.88
"Wawrzaczów Groń"	687.8	49.5275508	18.8536843	osm	33	643	0.76
"Matyska"	609.0	49.6389704	19.1181325	osm	33	571	0.55
"Jaworzyna"	802.0	49.6576973	18.9422275	osm	33	776	0.91
"Wygonie-Kępa"	283.0	50.1744334	19.1543835	osm	33	263	2.4
"Žabí vrch"	2203.0	49.1973637	20.1435312	osm	33	2133	0.7
"Javorinka"	780.0	49.252918	18.4136432	srtm	33	747	0.84
"Stavenčík"	341.0	48.6623637	21.1614822	osm	33	310	0.87
"Kubínska hoľa"	1347.0	49.2739775	19.2691896	osm	33	1308	0.98
"Zadni Ornak"	1867.0	49.2129588	19.835383	osm	33	1812	1.15
"Lieskovec"	492.0	48.9964083	22.2942944	osm	33	455	0.93
"Košarisko"	1693.0	48.8979512	19.3471766	osm	33	1644	0.68
"Muškov hrb"	642.0	48.7936299	19.5719188	osm	33	601	0.55
"Demänovská Kykula"	1026.0	49.3812858	19.1231886	osm	33	994	0.85
"Ostrý vrch"	618.0	49.1101191	18.5406182	osm	33	568	0.44
"Pečanský vrch"	635.0	48.3930124	18.5283071	osm	33	596	0.8
"Tisové"	1021.0	49.0195661	19.0548496	osm	33	974	0.64
"Kováčová"	906.0	48.7922779	20.4497271	osm	33	867	0.48
"Sobotisko"	556.0	48.9986511	20.7860748	osm	33	515	0.86
"Sosniny"	500.0	49.3225715	21.2210398	osm	33	464	0.63
"Kukučka"	569.0	48.3164656	18.9483169	osm	33	529	0.88
"Orech"	793.0	48.525806	18.9202939	osm	33	760	0.67
"Horný vrch"	643.0	48.42433	17.2398488	osm	33	595	1.12
"Malá Kurňa"	464.0	48.4909633	18.2197574	osm	33	428	0.59
"Siroň"	419.0	48.7052263	17.9092455	osm	33	382	0.59
"Kútny vrch"	733.0	49.1122615	19.2099991	osm	33	700	0.47
"Úplaz"	1450.0	49.1849408	19.0660941	osm	33	1407	0.55
"Osičiny"	763.0	49.2640754	19.4762818	osm	33	724	0.69
"Viecha"	1045.0	49.0701223	19.0938042	osm	33	996	0.63
"Pohorený bán"	701.0	48.820648	19.093404	osm	33	673	0.48
"Tepličné"	878.0	48.6824436	19.870031	osm	33	839	0.37
"Rebiaková"	355.0	48.9624584	21.9773419	osm	33	334	0.56
"Tienistá hora"	289.0	48.287682	19.9461549	osm	33	248	1.11
"Pohariská"	813.0	49.2262547	18.249176	osm	33	772	0.87
"Malá Homôľka"	1298.0	48.6337568	18.6432502	osm	33	1262	0.91
"Veľká Házička"	1206.0	48.9997013	19.9818946	osm	33	1203	0.61
"Sychrov"	374.0	48.7954772	17.918481	osm	33	349	0.64
"Berákovo"	903.0	48.8391118	18.9433692	osm	33	861	0.48
"Hiancovo"	582.0	48.7864891	19.282283	osm	33	556	1.22
"Hodejovský vrch"	294.0	48.3152017	20.0228146	osm	33	258	1.28
"Močiarne"	300.0	48.2594982	20.2094814	osm	33	260	1.92
"Valinga"	489.0	48.6383618	19.2281314	osm	33	451	1.26
"Vlkov grúň"	918.0	49.4202206	19.2389025	osm	33	883	1.16
"Široký grúň"	915.0	48.6712649	19.5614247	osm	33	898	1.03
"Baba"	1120.0	48.8760378	19.2823345	osm	33	1072	0.58
"Klanec"	347.0	48.1959819	17.0651116	osm	33	322	1.11
"Kameničná"	928.0	49.037571	19.6863109	osm	33	891	0.41
"Mogyorós-orom"	275.0	48.2723426	20.2342527	osm	33	245	1.17
"Hoľa"	971.0	49.2956802	19.2121287	srtm	33	938	1.18
"Dielec"	625.0	49.1228543	19.4840629	osm	33	609	0.49
"Hŕbok"	692.0	49.2688718	20.6523238	srtm	33	659	0.66
"Piesky"	500.0	48.4813052	18.3727543	srtm	33	467	0.81
"Hubková"	278.0	48.9469493	21.9378473	osm	33	246	0.85
"Lysá hora"	444.0	49.1694087	21.8822834	osm	33	426	1.13
"Sokol"	490.0	48.302338	18.8739757	srtm	33	457	0.93
"Klokoč"	606.0	48.4907777	18.7877876	srtm	33	573	0.65
"Starý hrad"	455.0	48.7271561	17.4820082	osm	33	417	1.22
"Ostrý vrch"	423.0	48.8196435	17.7728396	srtm	33	390	2.45
"Hájik"	305.0	48.8237386	17.2440103	osm	33	267	1.26
"Bukovec"	629.0	48.5929061	20.5150652	osm	33	599	1.36
"Kozie chrbty"	378.0	48.7834465	17.6596835	osm	33	348	1.02
"Stráň"	327.0	48.3436196	19.918272	srtm	33	294	1.51
"Hrčasté"	774.0	49.120301	22.2242344	osm	33	740	1.07
"Starý vrch"	213.0	48.107138	18.9247506	srtm	33	180	0.65
